Year;Month;Day;Tx;Tn;RHx;RHn;U2;Rain
2015;4;13;26,65;13,37;85,91;25,69;1,31;0,76
2015;4;14;18,51;11,76;75,45;44,88;1,41;1,52
2015;4;15;16,81;10,79;93,53;54,71;1,05;7,62
2015;4;16;15,74;9,87;80,58;55;3,22;0,76
2015;4;17;21,18;13,87;65,04;39,78;5,49;0
2015;4;18;26,1;13,54;65,36;18,44;2,18;0
2015;4;19;27,2;11,08;72,92;19,11;0,63;0
2015;4;20;23,02;8,7;78,48;36,64;1,54;0
2015;4;21;23,83;13,46;77,03;32,97;4,7;0
2015;4;22;22,69;8,69;82,13;38,88;2,62;0
2015;4;23;26,42;15,5;65,78;15,81;4,53;0
2015;4;24;30,32;13,2;56,57;16,1;0,95;0
2015;4;25;23,74;13,23;88,53;29,25;0,76;0
2015;4;26;23,52;9,82;98,9;48,86;0,64;0
2015;4;27;26,42;10,4;98,09;23,13;0,75;0
2015;4;28;24,5;12,84;85,51;30,02;0,94;3,05
2015;4;29;17,6;11,22;97,81;58,23;1,02;5,59
2015;4;30;19,44;11,35;97,02;64,56;0,36;0,76
2015;4;31;--;--;--;--;--;--
2015;5;1;20,21;7,93;99,29;55,59;0,38;0
2015;5;2;21,06;12,12;94,58;61,25;0,24;0
2015;5;3;24,1;9,99;95,58;41,25;0,42;0
2015;5;4;24,68;11,68;95,91;52,1;0,41;0
2015;5;5;17,3;12,98;95,89;59,77;1,38;5,59
2015;5;6;18,77;11,71;67,22;38,32;4,12;0
2015;5;7;24,51;15,78;49,32;25,36;2,82;0
2015;5;8;28,56;11,26;74,37;15,09;0,91;0
2015;5;9;22,44;9,31;86,86;45,29;2,39;0
2015;5;10;24,97;17,03;72,24;39,41;4,72;0
2015;5;11;24,24;17,69;62,23;26,49;4,42;0
2015;5;12;28,01;14;67,03;23,7;1,02;0
2015;5;13;21,11;10,34;95,64;49,45;0,85;9,91
2015;5;14;16,81;8,63;97,23;45,16;0,65;0
2015;5;15;16,82;7,46;94,58;44,72;0,67;18,03
2015;5;16;20,1;9,87;97,85;53,74;0,3;0,25
2015;5;17;26,37;7,83;76,85;16,83;0,38;0
2015;5;18;24,87;13,54;89,58;27,16;1,73;0,76
2015;5;19;18,03;9,7;94,8;71,93;1,08;0
2015;5;20;23,3;7,85;96,09;32,72;0,42;0
2015;5;21;20,39;8,64;94,97;44,23;1,73;0
2015;5;22;30,57;14,95;65;16,91;1,4;0
2015;5;23;21,3;14,33;94,47;29,02;0,6;0,51
2015;5;24;18,58;9,67;98,94;65,09;0,63;0
2015;5;25;18,98;12,61;84,85;52,87;1,54;4,57
2015;5;26;14,62;11,96;97,94;79,53;1,84;7,62
2015;5;27;18,51;12,41;93,62;63,55;0,84;0
2015;5;28;18,68;13,24;96,63;67,99;2,09;0,25
2015;5;29;17,98;11,96;96,51;70,44;2,1;20,57
2015;5;30;14,93;11,19;96,79;75,75;1,51;11,68
2015;5;31;13,12;8,87;96,78;64,06;2,04;1,02
2015;6;1;13,02;8,68;81,5;64,32;6,93;2,29
2015;6;2;18,22;10,64;95,71;51,48;4,28;18,29
2015;6;3;15,2;9,1;97,89;58,8;1,89;92,2
2015;6;4;15,36;11,29;83,78;45,03;3,17;0,25
2015;6;5;17,57;7,14;84,84;37,1;0,98;0
2015;6;6;18,43;5,87;87,13;37,74;1,02;0
2015;6;7;19,98;7,71;78,39;32,87;1,01;0
2015;6;8;21,36;4,84;70,03;18,37;1,55;0
2015;6;9;25,57;11,66;51,18;13,45;1,91;0
2015;6;10;19,57;9,5;96,49;38,74;0,9;0,51
2015;6;11;19,39;7,73;96,05;60,07;0,58;0
2015;6;12;21,35;7,65;93,77;40,89;0,7;0
2015;6;13;21,72;10,77;87,01;39,64;1,22;0
2015;6;14;17,24;8,45;95,7;61,62;1,6;3,81
2015;6;15;13,06;10,52;96,54;77,17;1,8;32,77
2015;6;16;12,76;9,34;95,98;66,8;2,22;28,19
2015;6;17;16,05;7,56;95,07;50,07;1,09;0
2015;6;18;18,54;6,67;85,9;41,81;0,75;0
2015;6;19;20,23;5,12;94,4;40,63;0,49;0
2015;6;20;24,99;7,49;85,72;17,41;0,77;0
2015;6;21;21,42;4,37;95,4;44,42;0,5;0
2015;6;22;21,86;8,01;89,11;31,17;1,79;0
2015;6;23;15,78;9,69;92,31;60,34;2,75;25,65
2015;6;24;12,95;8,22;95,67;59,89;2,35;7,62
2015;6;25;13,9;7,01;94,66;56,27;0,86;0,25
2015;6;26;17,3;5,24;82,56;43,04;0,77;0
2015;6;27;17,36;4,7;87,15;32,64;0,98;0,51
2015;6;28;13,83;8,87;95,97;59,07;1,18;6,86
2015;6;29;17,68;7,09;96,72;61,47;0,26;0
2015;6;30;17,21;5,71;98,15;57,37;0,5;0,25
2015;6;31;--;--;--;--;--;--
2015;7;1;19,74;5,36;98,11;32,78;0,84;0
2015;7;2;19,95;4,6;83,41;24,47;1,26;0
2015;7;3;19,75;4,84;86,79;31,32;0,65;0
2015;7;4;20,26;5,49;81,98;24,92;0,6;0
2015;7;5;18,23;4,96;89,41;49,21;1,86;0
2015;7;6;21,65;13,53;55,06;23,3;4,65;0
2015;7;7;26,4;12,63;86,47;19,76;2,1;0
2015;7;8;16,53;11,26;94,31;64,24;1,9;0
2015;7;9;19,28;13,39;79,51;49,63;4,75;0
2015;7;10;24,44;12,45;73,56;29,08;1,29;0
2015;7;11;15,62;9,34;94,62;55,06;1,48;21,34
2015;7;12;11,64;5,28;94,62;47,57;1,6;7,87
2015;7;13;13,11;5,37;94,96;54,1;1,22;0,25
2015;7;14;14,48;5,74;70,56;36,68;2,6;0
2015;7;15;13,36;3,91;84,95;41,25;1,06;0
2015;7;16;11,76;5,69;94,57;66,02;1,01;1,02
2015;7;17;10,94;9,12;95,99;77,16;3,07;53,09
2015;7;18;16,94;9,25;95,4;51,14;1,94;0
2015;7;19;15,48;7,91;94,34;58,67;0,88;0
2015;7;20;12,95;8,19;82,34;65,67;4,6;1,78
2015;7;21;13,8;8,19;82,38;46,72;7,13;9,14
2015;7;22;15,8;7,49;91,35;60,27;5,04;16,76
2015;7;23;13,23;7,31;96,23;59,99;0,87;33,02
2015;7;24;13,67;5,64;96,03;64,57;1,29;8,64
2015;7;25;15,58;9,38;85,98;48,34;3,64;0
2015;7;26;17,65;5,11;89,92;41,1;0,68;0
2015;7;27;17,05;3,77;96,21;52,5;0,41;0
2015;7;28;16,79;3,73;95,61;49,28;0,52;0
2015;7;29;10,78;7,07;94,19;69,09;2,58;35,56
2015;7;30;11,36;5,67;95,83;58,24;2,13;7,37
2015;7;31;12,51;4,36;94,08;53,8;0,74;0,25
2015;8;1;19,43;2,96;93,82;12,8;0,47;0
2015;8;2;24,82;6,97;84,87;12,4;1,26;0
2015;8;3;20,63;9,29;94,92;17,86;2,72;13,46
2015;8;4;13,8;10,06;96,19;70,63;3,49;4,06
2015;8;5;18,46;6,91;93,1;49,3;1,1;0
2015;8;6;26,38;9,98;58,95;12,21;1,15;0
2015;8;7;22,69;7,29;95,55;22,85;1,13;0
2015;8;8;18,59;4,66;96,28;46,96;1;0
2015;8;9;14,3;8,89;82,74;48,83;2,66;0
2015;8;10;16,85;5,9;77,21;25,23;2,91;0
2015;8;11;19,33;3,61;79,49;25,45;0,55;0
2015;8;12;18,82;10,81;93,66;21,17;0,95;1,02
2015;8;13;13,04;9,98;97,42;80,51;3,07;17,53
2015;8;14;20,83;9,8;97,9;28,22;0,76;0
2015;8;15;13,07;8,81;96,97;73,88;2,13;6,1
2015;8;16;14,97;10,14;98,37;63,08;2,97;0
2015;8;17;18,91;11,63;79,41;54,62;3,39;0
2015;8;18;17,42;8,25;98,31;60,6;2,43;0
2015;8;19;17,78;11,32;76,08;50,46;5,59;0
2015;8;20;23,89;13,31;72,73;40,48;2,38;0
2015;8;21;24,66;13,86;68,95;27,98;2,64;0
2015;8;22;24,17;15,16;58,39;28,96;2,85;0
2015;8;23;26,43;12,49;96,49;31,28;1,27;0,25
2015;8;24;17,76;11,33;98,13;57,36;1,6;9,14
2015;8;25;18,66;10,04;98,19;57,94;1,52;0,25
2015;8;26;22;8,16;98,53;58,71;0,58;0,25
2015;8;27;21,63;9,65;98,49;61,98;0,67;0
2015;8;28;17,17;11,33;95,93;61,89;1,18;0
2015;8;29;17,49;11,11;89,02;62,07;2,44;0
2015;8;30;17,06;12,01;96,89;58,98;4,28;9,91
2015;8;31;14,42;11,13;97,96;70,66;1,74;14,22
2015;9;1;15,24;10,42;82,51;51,21;3,24;0
2015;9;2;17,35;10,15;70,76;38,3;4,85;0
2015;9;3;22,76;9,17;70,79;20,07;3,2;0
2015;9;4;25,39;9,14;75,72;14,69;1,1;0
2015;9;5;29,04;11,05;69,46;20,28;1,05;0
2015;9;6;27,76;11,17;86,25;21,51;2,57;6,86
2015;9;7;15,21;8,42;96,93;63,01;1,76;13,72
2015;9;8;15,72;7,07;96,88;57,04;0,44;0
2015;9;9;17,8;6,53;91,74;39,14;1,07;4,57
2015;9;10;12,92;9,55;97,09;58,06;2,31;2,54
2015;9;11;18,5;10,7;79,11;46,57;6,55;0
2015;9;12;20,33;12,48;75,76;30,02;6,36;0
2015;9;13;26,56;14,2;65,3;31,02;4,42;0
2015;9;14;31,65;13,19;93,13;25,21;1,6;3,3
2015;9;15;18,57;11,92;96,95;71,53;1,31;5,59
2015;9;16;18,75;9,14;96,49;57,37;1,62;0,76
2015;9;17;15,33;10,66;85,45;53,62;5,96;0,25
2015;9;18;16,37;10,76;78,71;49,89;5,6;0
2015;9;19;21,52;12,44;64,93;24,72;4,75;0
2015;9;20;26,69;13,27;77,76;21,76;1,68;0
2015;9;21;18,12;10,95;95,94;54,42;2,04;2,29
2015;9;22;20,07;10,46;95,28;49,71;0,79;0
2015;9;23;23;9,55;90,69;40,99;0,87;0
2015;9;24;23,73;10,44;90,05;37,22;1,24;0
2015;9;25;22,39;10,51;97,82;47,06;0,77;0
2015;9;26;21,49;12,36;97,12;52,65;3,11;0,76
2015;9;27;17,7;10,96;91,83;52,06;3,64;19,56
2015;9;28;19,6;7,4;92,3;46,74;1,05;0
2015;9;29;16,49;7,44;95,39;54,79;0,96;12,45
2015;9;30;13,52;9,75;96,76;51,4;2,62;3,81
2015;9;31;--;--;--;--;--;--
2015;10;1;20,49;9,27;85,75;32,75;2,4;0
2015;10;2;20,83;6,94;87,87;30,11;0,88;0,76
2015;10;3;18,75;10,49;96,57;54,98;0,66;1,52
2015;10;4;20,61;10,01;96,55;64,15;1,47;0,25
2015;10;5;21,83;10,34;96,69;45,46;1,45;0
2015;10;6;23,59;8,09;91,61;34,76;0,89;0
2015;10;7;26,31;7,68;94,15;24,11;0,81;0
2015;10;8;23,62;8,79;96,57;50,1;0,89;0
2015;10;9;29,19;9,9;98,75;32,75;0,69;8,64
2015;10;10;16,66;9,98;97,74;54,98;1,64;1,27
2015;10;11;21,49;6,57;95,86;31,9;0,66;0
2015;10;12;21,47;7,4;96,77;53,07;0,73;0
2015;10;13;16,83;10,25;96,38;64,25;0,75;1,27
2015;10;14;20,59;10,74;98,36;58;1,34;1,27
2015;10;15;17,51;8,85;90,26;47,34;1,63;0
2015;10;16;24,24;7,33;93,3;31,24;0,51;0
2015;10;17;26,23;10,86;95,53;26,61;0,98;0
2015;10;18;26,16;12,27;95,21;36,23;4,73;0
2015;10;19;30,31;18,18;71,97;38,31;4,06;0
2015;10;20;30,98;16,36;96,98;39,46;0,93;0
2015;10;21;22,97;15,39;97,88;44,78;3,96;0
2015;10;22;26,22;15,07;74,04;33,3;7,17;0
2015;10;23;27,07;19,64;55,82;29,21;6,24;0
2015;10;24;32,67;14,31;89,9;24,16;1,88;0
2015;10;25;23,1;14,25;86,98;45,46;2,78;0
2015;10;26;26,55;15,84;69,64;36,84;6,69;0
2015;10;27;38,63;18,76;65,51;11,3;1,37;0
2015;10;28;31,55;16,23;94,22;30,28;0,97;0
2015;10;29;27,74;14,25;97,97;43,15;2,4;0
2015;10;30;26,3;15,88;78,06;45,82;4,63;0
2015;10;31;20,23;12,75;84,82;41,18;1,65;0,51
2015;11;1;14,34;10,31;92,43;61,21;2,74;8,89
2015;11;2;19,37;11,03;68,23;41,63;2,83;0
2015;11;3;24,16;12,92;64,04;28,05;4,88;0
2015;11;4;32,08;15,75;47,56;15,58;2,38;0
2015;11;5;30,85;14,12;75,77;15,07;1,29;0
2015;11;6;24,68;11,39;93,37;35,77;1,66;0
2015;11;7;24,31;12,82;92,56;44,12;0,89;0
2015;11;8;25,71;11,4;94,92;36,01;1,06;2,03
2015;11;9;23,32;12,56;96,9;45,34;1,43;0
2015;11;10;24,76;10,62;81,33;31,03;3,54;0
2015;11;11;20,92;13,95;72,1;41,58;2,53;0
2015;11;12;22,37;9,63;91,08;39,94;1,71;0
2015;11;13;20,37;8,23;92,06;44,85;1,46;0
2015;11;14;19,55;11,17;88;42,33;1,56;0
2015;11;15;21,25;12,27;85,61;38,76;2,65;1,02
2015;11;16;29,46;7,89;91,87;11,61;0,98;0
2015;11;17;23,32;6,95;96,38;45,76;2,2;0
2015;11;18;30,34;13,59;69,61;7,78;3,43;0
2015;11;19;31,15;13,14;93,89;9,09;1,93;17,53
2015;11;20;16,38;9,98;96,58;44,95;1,52;23,11
2015;11;21;16,63;8,37;94,09;52,55;1,04;5,59
2015;11;22;21,82;8,97;92,43;40,03;0,85;0
2015;11;23;29,48;10,64;95,92;22,32;1,81;0
2015;11;24;34,58;18,24;87,56;15,58;2,63;0
2015;11;25;27,92;16,61;75,72;8,14;2,64;0,51
2015;11;26;20,29;13,63;94,67;51,71;3,24;0
2015;11;27;25,25;13,62;78,82;28,32;5,94;0
2015;11;28;32,05;15,8;51,7;14,33;2,27;0
2015;11;29;33,12;19,8;65,05;15,51;3,32;0
2015;11;30;36,65;17,14;84,13;13,2;1,52;0
2015;11;31;--;--;--;--;--;--
2015;12;1;28,22;13,86;93,8;42,48;0,96;0
2015;12;2;29,64;14,58;96,5;40,73;2,42;0
2015;12;3;31,5;17,68;74,54;38,74;1,51;0
2015;12;4;28,93;15,99;91,31;43,08;2,74;0
2015;12;5;33,51;19,94;83,28;32,31;2,41;0
2015;12;6;29,51;17,01;92,46;42,5;1,3;0
2015;12;7;31,47;16,05;92,97;34,56;3,3;0
2015;12;8;30,16;15,91;86,82;42,72;1,85;0
2015;12;9;27,37;13,84;94,97;38,8;0,91;0
2015;12;10;29,5;12,41;91,13;27,79;0,93;0
2015;12;11;26,57;13,81;95,06;43,51;1,16;18,29
2015;12;12;23,23;14,53;98,04;53,62;2,42;1,78
2015;12;13;25,56;15,15;68,43;30,36;4,57;0
2015;12;14;28,02;15,73;64,44;26,81;3,69;0
2015;12;15;24,46;12,71;90,2;36,38;1,38;6,1
2015;12;16;23,97;13,41;96,52;47,49;1,05;0
2015;12;17;30,63;10,49;90,92;19,52;0,67;0
2015;12;18;29,17;11,99;88,66;31,15;0,85;0
2015;12;19;26,42;12,74;90,04;45,45;2,59;0
2015;12;20;28,97;16;82,17;33,76;3,26;0
2015;12;21;19,47;14,09;91,72;60,64;1,41;3,3
2015;12;22;28,13;10,44;92,97;35,1;0,94;0
2015;12;23;28,61;12,01;92,85;31,79;1,21;10,67
2015;12;24;22,81;14,33;97,15;38,34;1,63;0
2015;12;25;23,78;11,79;75,88;44,07;3,21;0
2015;12;26;29,27;15,67;70,12;28,48;3,31;0
2015;12;27;31,24;15,89;76,53;31,1;2,63;0
2015;12;28;30,63;14,86;91,27;38,75;1,97;0
2015;12;29;35,4;22,32;65,69;30,31;4,28;0
2015;12;30;40,88;19,03;96,81;14,55;1,38;0
2015;12;31;35,86;15,27;97,74;19,26;1,64;0
2016;1;1;32,78;17,39;93,1;30,16;0,89;0
2016;1;2;34,71;15,25;96,69;31,99;1,84;0
2016;1;3;35,82;17,26;85,53;18,56;3,12;0
2016;1;4;37,28;25,71;62,23;17,04;4,2;0
2016;1;5;36,11;18,65;92,5;28,9;1,46;0
2016;1;6;29,3;15,95;94,17;45,69;1,8;0
2016;1;7;21,77;14,96;78,81;46,9;6,16;0
2016;1;8;27,68;15,76;75,2;32,14;6,96;0
2016;1;9;30,15;18,29;72,13;24,84;7,1;0
2016;1;10;31,95;19,05;70,97;30,85;7,35;0
2016;1;11;31,72;20,58;70,64;36,68;7,81;0
2016;1;12;31,36;21,34;74,98;38,7;8,2;0
2016;1;13;30,43;21,29;77,46;43,97;6,74;0
2016;1;14;26,91;18,91;85,12;37,88;5,82;0
2016;1;15;28,51;18,1;81,58;40,44;8,72;0
2016;1;16;34,53;20,31;63,45;28,68;6,1;0
2016;1;17;36,49;22,63;58,88;24,72;3,47;0
2016;1;18;36,02;20,19;72,9;30,4;2,02;0
2016;1;19;34,47;23,76;59,8;30,51;4,55;0
2016;1;20;34,13;22,16;73,58;31,78;4,96;0
2016;1;21;31,94;22,63;77,14;42,38;6,84;0
2016;1;22;29,08;22,94;74,33;52,72;6,7;0
2016;1;23;35,58;19,55;89,17;34,84;1,51;0
2016;1;24;27,32;18,04;98,44;45,07;1,53;18,54
2016;1;25;24,02;16,54;98,54;67,69;1,06;0,51
2016;1;26;25,2;14,65;91,33;54;1,15;0
2016;1;27;25,31;14,6;95,15;45,17;1,14;0,76
2016;1;28;27,17;16,31;95,41;46,81;0,85;0
2016;1;29;34,74;13,9;96,61;28;1,14;0
2016;1;30;34,66;17,83;87,38;34,94;2,27;0
2016;1;31;38,64;21,42;64,58;13,53;1,59;0
2016;2;1;37,88;19,54;94,3;13,26;1,03;0
2016;2;2;31,64;18,5;94,36;41,37;2,39;0
2016;2;3;24,4;17,89;81,62;49,64;5,71;0
2016;2;4;31,04;18,55;75,49;30,74;5,04;0
2016;2;5;35,74;21,79;54,98;19,39;2,11;0
2016;2;6;31,41;17,37;84,83;28,8;1,97;0
2016;2;7;26,49;19,24;77,61;53,76;7;0
2016;2;8;31,54;20,53;68,66;35,54;6,38;0
2016;2;9;36,94;22,83;52,72;19,97;3,14;0
2016;2;10;36,59;17,4;86,1;16,72;1,3;0
2016;2;11;31,32;16,08;94,11;35,69;0,71;0
2016;2;12;30,63;12,81;98,23;42,21;0,85;0
2016;2;13;27,37;17,47;94,71;42,76;1,55;0
2016;2;14;21,43;16,38;88,25;57,86;1,39;0,76
2016;2;15;22,77;14,26;82,31;49,95;1,34;0
2016;2;16;25,11;17,02;73,52;47,59;7,36;0
2016;2;17;33,42;20,07;73,81;30,9;4,82;0
2016;2;18;29,04;13,94;94,62;44,47;0,92;0
2016;2;19;22,87;13,73;95,95;60,83;1,34;8,64
2016;2;20;23,81;11,55;94,96;56,54;1,59;0
2016;2;21;25,91;12,52;93,68;47,23;2,04;0
2016;2;22;28,64;10,94;92,89;32,75;0,7;0
2016;2;23;29,86;9,86;94,25;37,01;0,66;0
2016;2;24;28,72;11,65;91,21;40,52;0,74;0
2016;2;25;29,11;13,21;92,28;30,03;0,83;0,25
2016;2;26;22,92;14,92;94,58;59,5;1,41;2,79
2016;2;27;27,79;14,28;74,26;28,43;2,15;0
2016;2;28;33,81;13,23;84,7;19,97;2,81;0
2016;2;29;35,65;15,71;96,63;17,72;1,16;0
2016;2;30;--;--;--;--;--;--
2016;2;31;--;--;--;--;--;--
2016;3;1;29,66;11,56;98,15;30,53;0,86;0
2016;3;2;29,27;11,99;94,83;43,14;0,88;0
2016;3;3;31,22;14,82;96,48;41,67;1,43;0
2016;3;4;35,58;19,69;78,66;25;1,49;0
2016;3;5;33,18;15,6;92,56;31,04;0,76;0,25
2016;3;6;31,71;17,24;96,63;39,82;1,57;0
2016;3;7;22,57;15,9;78,28;44,91;3,7;0
2016;3;8;25,84;16,01;68,79;33,29;4,99;0
2016;3;9;29,84;10,93;93,15;26,54;1,3;0
2016;3;10;26,64;11;95,66;28,95;2,6;0,76
2016;3;11;24,97;17,71;84,89;48,13;7,35;0
2016;3;12;32,03;17,96;84,29;28,59;2,1;0
2016;3;13;23,48;16,41;92,48;40,29;4,03;0
2016;3;14;32,45;16,47;60,49;24,64;2,95;0
2016;3;15;25,85;12,97;84,66;42,08;5,52;0
2016;3;16;30,08;19,51;77,04;34,9;4,93;0
2016;3;17;26,39;14,22;95,7;50,54;1,08;0
2016;3;18;25,66;15,16;97,1;41,04;1,18;10,41
2016;3;19;22,41;14,45;97,13;47,56;1,51;0
2016;3;20;20,62;11,9;87,77;43,97;0,95;1,78
2016;3;21;21,24;12,59;96,33;48,08;3,29;0
2016;3;22;25,58;13,84;77,87;30,86;1,94;0
2016;3;23;25,25;9,99;90,99;41,13;1,65;0
2016;3;24;22,25;16,52;84,78;41,64;6,89;0
2016;3;25;28,39;14,82;90,46;36,14;3,14;2,79
2016;3;26;19,69;11,04;97,29;52,23;2,79;33,02
2016;3;27;18,06;11,38;94,68;50,63;2,89;0
2016;3;28;22,44;9,45;92,19;42,59;0,69;0
2016;3;29;19,4;8,47;93,97;44,56;2,28;2,54
2016;3;30;20,81;13,89;95,3;49,89;2,39;1,52
2016;3;31;21,58;11,71;96,76;48,67;0,49;5,59
2016;4;1;18,91;10,64;95,58;55,96;1,57;5,08
2016;4;2;19,29;11,82;96,88;53,76;0,88;0,25
2016;4;3;27,22;9,14;90,79;25,28;0,55;0
2016;4;4;23,95;10,6;82,69;39,77;1,18;0
2016;4;5;21,67;12,34;85,18;52,68;2,35;0
2016;4;6;26,02;15,3;68,02;11,8;5,27;0
2016;4;7;30,3;16,45;50,92;14,63;2,17;0
2016;4;8;31,59;18,02;62,98;26,98;1,19;0
2016;4;9;31,52;17,43;80,28;32,79;0,97;0
2016;4;10;33,73;17,03;78,01;27,41;1,12;0
2016;4;11;27,2;13,64;90,2;41,76;0,98;0
2016;4;12;24,14;12,12;94,56;51,84;0,6;0
2016;4;13;24,6;10,15;93,54;50,19;0,7;0
2016;4;14;24,73;10,09;94,42;51,87;0,65;0
2016;4;15;27,54;9,47;89,31;24,02;0,74;0
2016;4;16;26,82;7,65;87,57;26,34;1,21;0
2016;4;17;30,7;17,42;70,18;26,52;2,54;0
2016;4;18;32,07;16,03;71,14;17,56;1,51;0
2016;4;19;29,73;16,29;80,47;26,63;0,92;0
2016;4;20;26,19;14,8;95,71;44,32;1,78;8,13
2016;4;21;18,05;14,32;97,71;77,04;2,56;10,92
2016;4;22;18,67;13,37;96,66;60,54;3,78;28,7
2016;4;23;19,74;9,32;96,27;47,34;0,44;0
2016;4;24;21,77;9,16;91,24;50,27;0,89;3,81
2016;4;25;19,79;10,88;96,68;50,21;0,48;2,03
2016;4;26;20,19;8,45;92,62;48,06;0,51;0
2016;4;27;18,1;6,81;95,25;57,15;0,38;0,25
2016;4;28;19,7;12,09;98,08;65,52;1,45;43,18
2016;4;29;16,18;9,88;99,15;61,29;2,16;3,56
2016;4;30;17,23;8,23;82,69;46,28;2,53;0
2016;4;31;--;--;--;--;--;--
2016;5;1;19,65;5,72;90,6;43,79;0,59;0,25
2016;5;2;20,98;9,47;98,94;61,93;0,49;0
2016;5;3;21,88;7,7;97,34;49,89;1,88;0
2016;5;4;27,77;13,28;68,45;28,41;1,67;0
2016;5;5;28,17;15,09;80,11;25,94;1,64;0
2016;5;6;20,88;16,09;78,08;41,96;8,59;0
2016;5;7;19,31;15,77;77,01;58,88;8,07;0
2016;5;8;26,54;16,73;76,88;35,58;3,01;0
2016;5;9;20,52;11,32;96,71;64,49;0,76;0
2016;5;10;20,02;9,98;96,81;63,16;0,47;0
2016;5;11;24,72;9,42;97,83;43,98;0,63;0
2016;5;12;20,72;13,51;84,99;44,64;1,31;0,51
2016;5;13;19,89;11,07;96,57;63,15;0,45;0
2016;5;14;21,62;10,02;98,87;55,41;0,61;0
2016;5;15;23,13;8,8;94,15;48,76;0,48;0
2016;5;16;27,03;9,67;93,32;37,43;0,51;0
2016;5;17;29,25;15,59;69,9;25,27;1,15;0
2016;5;18;20,98;11,98;96,97;34,07;2,84;11,18
2016;5;19;17,56;10,42;95,71;52,62;1,88;1,78
2016;5;20;23,29;6,98;83,06;20,18;1,26;0
2016;5;21;21,68;10,36;97,02;44,7;0,55;0
2016;5;22;25,49;10,38;91,81;33,59;1,13;0
2016;5;23;19,79;9,43;96,17;39,35;1,5;15,49
2016;5;24;16,91;10,81;97,24;59,69;0,91;3,3
2016;5;25;20,63;6,74;93,21;35,36;0,49;0
2016;5;26;24,48;6,97;78,98;17,43;0,73;0
2016;5;27;24,41;8,49;93,63;26,05;0,62;0
2016;5;28;23,86;8,32;93,54;31,35;0,61;0
2016;5;29;23,89;11,61;71,82;28,9;1,29;0
2016;5;30;23,03;8,02;90,48;30,31;1,1;0
2016;5;31;24,18;11,75;76,06;26,02;1,36;0
2016;6;1;17,35;10,01;97,32;40,7;0,96;2,29
2016;6;2;18,61;10,13;98,02;67,14;1,12;0
2016;6;3;16,85;10,62;98,57;53,37;1,83;0
2016;6;4;16,41;11,91;69,73;50,21;4,81;0
2016;6;5;19,57;8,66;65,63;30,3;2,53;0
2016;6;6;25,45;5,64;84,33;22,59;0,87;0
2016;6;7;28,39;15,12;63,19;22,93;1,06;0
2016;6;8;27,47;14,2;73,39;30,16;1,23;0
2016;6;9;20,16;13,16;93,94;47,24;2,05;1,78
2016;6;10;14,05;8,44;98,71;49,91;2,06;1,02
2016;6;11;17,65;7,86;67,41;14,17;3,82;0
2016;6;12;21,16;7,96;64,38;14,61;0,77;0
2016;6;13;17,97;8,89;87,13;28,37;1,3;16,26
2016;6;14;14,72;9,52;96,26;83,97;1,47;20,57
2016;6;15;14,64;9,04;98,13;71,65;2,3;6,35
2016;6;16;14,11;7,03;95,79;71,13;0,77;0,25
2016;6;17;17,07;7,05;91,96;47,72;0,82;0
2016;6;18;15,96;6;94,81;67,7;1,4;1,78
2016;6;19;11,24;9,79;97,68;86,27;1,8;58,93
2016;6;20;11,39;6,47;96,35;68,56;0,49;7,62
2016;6;21;15,68;5,1;90,71;47,1;0,89;0
2016;6;22;20,41;5,24;83,35;29,82;0,8;0
2016;6;23;25,66;7,31;81,99;18,36;1,03;0
2016;6;24;17,8;7,25;97,91;54,96;0,51;0
2016;6;25;17,75;5,95;96,77;66,46;0,47;0
2016;6;26;20,6;7,17;96,46;30,15;1,85;28,96
2016;6;27;12,57;7,08;98,32;64,4;1,39;3,81
2016;6;28;14,38;4,48;96,29;50,65;0,43;0
2016;6;29;14,93;3,89;94,64;56,08;0,79;0
2016;6;30;14,73;4,07;93,54;55,47;2,03;11,68
2016;6;31;--;--;--;--;--;--
2016;7;1;12,21;4,46;96,77;62,52;2,06;19,56
2016;7;2;14,79;2,84;94,56;42,29;1,4;0
2016;7;3;17,6;3,97;86,09;28,37;0,83;0
2016;7;4;25;7,64;66,89;19,26;0,97;0
2016;7;5;14,18;8,09;96,21;44,97;3,41;26,16
2016;7;6;13,51;5,52;88,89;49,17;1,26;0
2016;7;7;15,47;1,87;86,84;32,08;0,96;0
2016;7;8;13,37;5,18;98,42;65,38;0,34;3,56
2016;7;9;22,96;7,4;99,07;40,82;1,02;0
2016;7;10;28,81;12,93;60,68;15,58;0,93;0
2016;7;11;24,87;8,84;92,79;19,62;1,06;0
2016;7;12;18,2;8,92;93,48;52,12;4,13;0
2016;7;13;24,54;10,99;77,69;26,03;1,17;0
2016;7;14;21,29;8,75;94,73;35,43;1,04;0
2016;7;15;14,08;7,81;96,81;65,95;0,9;0
2016;7;16;13,67;6,18;89,09;37,39;3,82;0
2016;7;17;20,59;6,79;78,37;26,35;1,04;0
2016;7;18;20,11;8,28;92,34;23,96;1,17;0,76
2016;7;19;14,54;11,85;97,24;82,69;1,92;2,54
2016;7;20;14,4;11,9;97,58;74,51;3,03;56,9
2016;7;21;16,91;10,4;97,58;60,99;0,84;0,51
2016;7;22;14,62;7,63;92,42;63,66;0,54;5,59
